,feature_end,feature_start,feature_type
0,34856171,34856031,5'-UTR
1,34893318,34890941,3'-UTR
2,34856293,34856031,Exon
3,34857340,34857249,Exon
4,34857756,34857687,Exon
5,34859607,34859487,Exon
6,34868786,34868639,Exon
7,34869910,34869838,Exon
8,34870467,34870422,Exon
9,34872424,34872370,Exon
10,34884213,34884152,Exon
11,34884676,34884632,Exon
12,34884971,34884818,Exon
13,34887335,34887205,Exon
14,34887562,34887485,Exon
15,34890240,34890111,Exon
16,34890536,34890460,Exon
17,34890690,34890623,Exon
18,34893318,34890805,Exon
