,feature_end,feature_start,feature_type
0,20113362,20110028,5'-UTR
1,20175424,20153722,3'-UTR
2,20113469,20110028,Exon
3,20130313,20130156,Exon
4,20131170,20131029,Exon
5,20135364,20135231,Exon
6,20136126,20135979,Exon
7,20137707,20137503,Exon
8,20138162,20138025,Exon
9,20141600,20141519,Exon
10,20145757,20145546,Exon
11,20146331,20146221,Exon
12,20147978,20147924,Exon
13,20151245,20151175,Exon
14,20153739,20153594,Exon
15,20166670,20166484,Exon
16,20169366,20169240,Exon
17,20173469,20173323,Exon
18,20174394,20174228,Exon
19,20175424,20175290,Exon
