,feature_end,feature_start,feature_type
0,75139678,75084724,5'-UTR
1,75213181,75212646,3'-UTR
2,75085031,75084724,Exon
3,75085353,75085234,Exon
4,75089429,75089325,Exon
5,75138832,75138727,Exon
6,75139741,75139648,Exon
7,75187034,75186884,Exon
8,75187394,75187262,Exon
9,75189631,75189502,Exon
10,75190993,75190758,Exon
11,75192393,75192283,Exon
12,75196755,75196565,Exon
13,75199740,75199651,Exon
14,75201428,75201357,Exon
15,75202482,75202310,Exon
16,75202944,75202809,Exon
17,75205558,75205423,Exon
18,75208283,75208031,Exon
19,75209574,75209395,Exon
20,75210101,75209999,Exon
21,75213181,75212630,Exon
