,feature_end,feature_start,feature_type
0,120493116,120492742,5'-UTR
1,120594328,120572566,3'-UTR
2,120493460,120492742,Exon
3,120496311,120496165,Exon
4,120497855,120497662,Exon
5,120502125,120502014,Exon
6,120506430,120506196,Exon
7,120508189,120508075,Exon
8,120509112,120508998,Exon
9,120510244,120510055,Exon
10,120510855,120510699,Exon
11,120512367,120512133,Exon
12,120529705,120529582,Exon
13,120539955,120539619,Exon
14,120548211,120547951,Exon
15,120572610,120572528,Exon
16,120594328,120594097,Exon
