,feature_end,feature_start,feature_type
0,110734454,110729824,5'-UTR
1,110788897,110784275,3'-UTR
2,110729929,110729824,Exon
3,110734542,110734403,Exon
4,110764280,110764194,Exon
5,110765822,110765357,Exon
6,110770490,110770401,Exon
7,110771088,110770985,Exon
8,110771948,110771816,Exon
9,110777208,110777085,Exon
10,110777526,110777307,Exon
11,110778799,110778463,Exon
12,110780253,110780032,Exon
13,110781239,110781036,Exon
14,110782776,110782690,Exon
15,110783187,110783053,Exon
16,110783923,110783805,Exon
17,110788897,110784005,Exon
