,feature_end,feature_start,feature_type
0,16593714,16593638,5'-UTR
1,16678311,16676843,3'-UTR
2,16594058,16593638,Exon
3,16596363,16596292,Exon
4,16608713,16608464,Exon
5,16610856,16610782,Exon
6,16612949,16612109,Exon
7,16615129,16614992,Exon
8,16623545,16623511,Exon
9,16623972,16623830,Exon
10,16631054,16630840,Exon
11,16635297,16635113,Exon
12,16635980,16635851,Exon
13,16638957,16638003,Exon
14,16665032,16664738,Exon
15,16665847,16665626,Exon
16,16667489,16667278,Exon
17,16675333,16675290,Exon
18,16676023,16675913,Exon
19,16678311,16676810,Exon
