,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,106807,G1387.1,106777,205,IonXpress_NONO_c
1,106996,G1389.1,106974,304,IonXpress_NONO_c
2,107172,G1390.1,107136,421,IonXpress_NONO_c
3,107462,G1392.1,107443,811,IonXpress_NONO_c
4,107537,G1393.1,107481,922,IonXpress_NONO_c
5,107661,G1394.1,107643,125,IonXpress_NONO_c
6,107748,G1394.2,107701,183,IonXpress_NONO_c
7,107993,G1396.1,107972,1907,IonXpress_NONO_c
8,106807,G1616.1,106774,242,IonXpress_SFPQt1
9,107157,G1619.1,107136,2521,IonXpress_SFPQt1
10,107462,G1620.1,107443,356,IonXpress_SFPQt1
11,107536,G1621.1,107481,4054,IonXpress_SFPQt1
12,107672,G1622.1,107643,197,IonXpress_SFPQt1
13,107993,G1623.1,107972,8503,IonXpress_SFPQt1
