,feature_end,feature_start,feature_type
0,138643104,138609440,5'-UTR
1,138667366,138665084,3'-UTR
2,138609850,138609440,Exon
3,138611839,138611809,Exon
4,138614818,138614739,Exon
5,138644016,138642927,Exon
6,138650425,138650363,Exon
7,138651427,138651385,Exon
8,138651877,138651764,Exon
9,138652794,138652741,Exon
10,138653410,138653284,Exon
11,138654722,138654596,Exon
12,138655190,138655022,Exon
13,138657718,138657586,Exon
14,138658195,138658151,Exon
15,138658656,138658286,Exon
16,138661351,138661128,Exon
17,138661973,138661851,Exon
18,138667366,138665033,Exon
