,feature_end,feature_start,feature_type
0,70531202,70480970,Untranslated Transcript
1,70481039,70480970,Exon
2,70482334,70482211,Exon
3,70496805,70496632,Exon
4,70497646,70497601,Exon
5,70500418,70500385,Exon
6,70502326,70502132,Exon
7,70507032,70506917,Exon
8,70507323,70507130,Exon
9,70509022,70508892,Exon
10,70509442,70509280,Exon
11,70513834,70513608,Exon
12,70514584,70514470,Exon
13,70515293,70515126,Exon
14,70517134,70517050,Exon
15,70520949,70520763,Exon
16,70525836,70525644,Exon
17,70531202,70530962,Exon
