,feature_end,feature_start,feature_type
0,133595918,133562494,5'-UTR
1,133852550,133852364,3'-UTR
2,133562887,133562494,Exon
3,133595951,133595853,Exon
4,133703579,133703529,Exon
5,133767892,133767767,Exon
6,133782318,133782251,Exon
7,133783615,133783472,Exon
8,133783902,133783758,Exon
9,133785996,133785916,Exon
10,133789887,133789703,Exon
11,133802737,133802600,Exon
12,133804253,133804169,Exon
13,133827333,133827243,Exon
14,133833917,133833858,Exon
15,133834176,133834015,Exon
16,133836573,133836458,Exon
17,133844315,133844193,Exon
18,133846253,133846152,Exon
19,133852550,133852346,Exon
