,feature_end,feature_start,feature_type
0,33475282,33474835,5'-UTR
1,33516364,33513578,3'-UTR
2,33474929,33474835,Exon
3,33475450,33475282,Exon
4,33476028,33475991,Exon
5,33477242,33477066,Exon
6,33480001,33479911,Exon
7,33481760,33481592,Exon
8,33482483,33482314,Exon
9,33486564,33486393,Exon
10,33491185,33491013,Exon
11,33495380,33495079,Exon
12,33496950,33496855,Exon
13,33497274,33497132,Exon
14,33498481,33498340,Exon
15,33501388,33501260,Exon
16,33503053,33502986,Exon
17,33504149,33504035,Exon
18,33504629,33504513,Exon
19,33507695,33507577,Exon
20,33510601,33510445,Exon
21,33516364,33513317,Exon
