,feature_end,feature_start,feature_type
0,135872828,135809834,5'-UTR
1,135928279,135926351,3'-UTR
2,135809895,135809834,Exon
3,135810055,135809999,Exon
4,135815656,135815580,Exon
5,135848700,135848567,Exon
6,135851263,135851184,Exon
7,135870840,135870720,Exon
8,135872951,135872789,Exon
9,135878488,135878388,Exon
10,135881816,135881734,Exon
11,135883819,135883750,Exon
12,135884226,135884152,Exon
13,135887657,135887564,Exon
14,135888291,135888121,Exon
15,135890554,135890464,Exon
16,135891603,135891430,Exon
17,135892889,135892834,Exon
18,135893502,135893133,Exon
19,135908076,135907938,Exon
20,135911446,135911218,Exon
21,135920221,135920124,Exon
22,135920421,135920317,Exon
23,135920671,135920555,Exon
24,135922266,135922163,Exon
25,135928279,135926114,Exon
