,feature_end,feature_start,feature_type
0,2240982,2240805,5'-UTR
1,2284348,2283590,3'-UTR
2,2241039,2240805,Exon
3,2246914,2246838,Exon
4,2265093,2264930,Exon
5,2265564,2265402,Exon
6,2266199,2266131,Exon
7,2266428,2266282,Exon
8,2266893,2266758,Exon
9,2267477,2267352,Exon
10,2267957,2267889,Exon
11,2268351,2268190,Exon
12,2268635,2268508,Exon
13,2274709,2274555,Exon
14,2275548,2275483,Exon
15,2275782,2275636,Exon
16,2276375,2276246,Exon
17,2276807,2276624,Exon
18,2279169,2278785,Exon
19,2279555,2279430,Exon
20,2280109,2280026,Exon
21,2280362,2280252,Exon
22,2281247,2281150,Exon
23,2282497,2282329,Exon
24,2284348,2283558,Exon
