,feature_end,feature_start,feature_type
0,85431954,85430098,5'-UTR
1,85638883,85638719,3'-UTR
2,85430185,85430098,Exon
3,85432086,85431930,Exon
4,85434379,85434267,Exon
5,85438587,85438495,Exon
6,85439915,85439797,Exon
7,85441248,85441024,Exon
8,85446029,85445954,Exon
9,85450962,85449324,Exon
10,85459192,85459039,Exon
11,85460676,85460525,Exon
12,85466876,85466684,Exon
13,85492326,85492132,Exon
14,85492772,85492644,Exon
15,85497855,85497781,Exon
16,85500393,85500299,Exon
17,85515654,85515474,Exon
18,85518297,85517847,Exon
19,85521811,85521609,Exon
20,85531747,85531627,Exon
21,85546147,85546057,Exon
22,85546923,85546801,Exon
23,85547536,85547440,Exon
24,85547872,85547789,Exon
25,85554492,85554390,Exon
26,85623427,85623294,Exon
27,85626534,85626473,Exon
28,85638883,85638566,Exon
