,feature_end,feature_start,feature_type
0,144617181,144594403,5'-UTR
1,145370304,145368684,3'-UTR
2,144594483,144594403,Exon
3,144595952,144595834,Exon
4,144598780,144598511,Exon
5,144606510,144606368,Exon
6,144607061,144606837,Exon
7,144615303,144615095,Exon
8,144617252,144617149,Exon
9,144618296,144618081,Exon
10,144619419,144619346,Exon
11,144620094,144619882,Exon
12,144621656,144621446,Exon
13,144813844,144813741,Exon
14,144814894,144814679,Exon
15,144818017,144817965,Exon
16,144821973,144821920,Exon
17,144823179,144823127,Exon
18,144823985,144823812,Exon
19,144824756,144824704,Exon
20,144825525,144825352,Exon
21,144826286,144826234,Exon
22,144827105,144826932,Exon
23,144827928,144827819,Exon
24,145313506,145313333,Exon
25,145314267,145314215,Exon
26,145315076,145314903,Exon
27,145315899,145315790,Exon
28,145370304,145368440,Exon
