,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,745,G376.1,708,58,IonXpress_NONO_c
1,1855,G379.1,1822,72,IonXpress_NONO_c
2,2052,G380.1,2025,187,IonXpress_NONO_c
3,2276,G381.1,2257,55,IonXpress_NONO_c
4,2853,G383.1,2829,82,IonXpress_NONO_c
5,3000,G383.2,2980,216,IonXpress_NONO_c
6,3083,G383.3,3038,118,IonXpress_NONO_c
7,3524,G385.1,3476,305,IonXpress_NONO_c
8,3566,G385.2,3531,84,IonXpress_NONO_c
9,3712,G385.3,3687,358,IonXpress_NONO_c
10,4040,G387.1,4023,75,IonXpress_NONO_c
11,4133,G387.2,4117,216,IonXpress_NONO_c
12,4180,G387.3,4159,89,IonXpress_NONO_c
13,4633,G389.1,4607,76,IonXpress_NONO_c
14,5025,G392.1,5003,54,IonXpress_NONO_c
15,5728,G394.1,5709,54,IonXpress_NONO_c
16,6189,G395.1,6158,107,IonXpress_NONO_c
17,6291,G395.2,6275,87,IonXpress_NONO_c
18,6323,G395.3,6295,82,IonXpress_NONO_c
19,6978,G397.1,6954,203,IonXpress_NONO_c
20,7149,G397.2,7131,65,IonXpress_NONO_c
21,7319,G397.3,7298,65,IonXpress_NONO_c
22,7663,G398.1,7650,28,IonXpress_NONO_c
23,7816,G400.1,7795,92,IonXpress_NONO_c
24,8100,G401.1,8086,72,IonXpress_NONO_c
25,8563,G402.1,8543,102,IonXpress_NONO_c
26,8676,G403.1,8658,57,IonXpress_NONO_c
27,8957,G405.1,8942,42,IonXpress_NONO_c
28,9011,G405.2,8996,37,IonXpress_NONO_c
29,9066,G406.1,9045,53,IonXpress_NONO_c
30,9280,G406.2,9253,94,IonXpress_NONO_c
31,9428,G407.1,9412,73,IonXpress_NONO_c
32,9494,G407.2,9462,138,IonXpress_NONO_c
33,9667,G407.3,9643,142,IonXpress_NONO_c
34,9770,G407.4,9747,67,IonXpress_NONO_c
35,9873,G408.1,9860,32,IonXpress_NONO_c
36,10301,G410.1,10283,178,IonXpress_NONO_c
37,10442,G411.1,10423,110,IonXpress_NONO_c
38,10645,G412.1,10619,51,IonXpress_NONO_c
39,10744,G413.1,10721,128,IonXpress_NONO_c
40,10811,G413.2,10794,141,IonXpress_NONO_c
41,10849,G414.1,10832,55,IonXpress_NONO_c
42,10962,G414.2,10937,35,IonXpress_NONO_c
43,10999,G414.3,10973,109,IonXpress_NONO_c
44,11053,G415.1,11030,77,IonXpress_NONO_c
45,12086,G420.1,12058,90,IonXpress_NONO_c
46,12458,G422.1,12436,121,IonXpress_NONO_c
47,12546,G423.1,12526,171,IonXpress_NONO_c
48,12638,G423.2,12622,62,IonXpress_NONO_c
49,12672,G423.3,12654,58,IonXpress_NONO_c
50,12691,G423.4,12676,80,IonXpress_NONO_c
51,14276,G430.1,14254,84,IonXpress_NONO_c
52,15696,G435.1,15681,75,IonXpress_NONO_c
53,15738,G435.2,15709,52,IonXpress_NONO_c
54,15907,G437.1,15881,44,IonXpress_NONO_c
55,15996,G438.1,15982,54,IonXpress_NONO_c
56,16029,G438.2,16010,125,IonXpress_NONO_c
57,16109,G438.3,16085,90,IonXpress_NONO_c
58,16293,G439.1,16272,49,IonXpress_NONO_c
59,20228,G442.1,20216,28,IonXpress_NONO_c
60,20739,G446.1,20717,126,IonXpress_NONO_c
61,3702,G485.1,3685,99,IonXpress_SFPQt1
