,feature_end,feature_start,feature_type
0,108535880,108535815,5'-UTR
1,108811648,108811150,3'-UTR
2,108536066,108535815,Exon
3,108544254,108544193,Exon
4,108546453,108546322,Exon
5,108547970,108547811,Exon
6,108549162,108549041,Exon
7,108550287,108550097,Exon
8,108559789,108559662,Exon
9,108562765,108562602,Exon
10,108564327,108564242,Exon
11,108577564,108577465,Exon
12,108586693,108586605,Exon
13,108590612,108590523,Exon
14,108594189,108593723,Exon
15,108709292,108709172,Exon
16,108712203,108712041,Exon
17,108722936,108722879,Exon
18,108788745,108788599,Exon
19,108811648,108810972,Exon
