,feature_end,feature_start,feature_type
0,91733302,91733301,5'-UTR
1,91870426,91866626,3'-UTR
2,91733412,91733301,Exon
3,91739372,91739268,Exon
4,91740366,91740286,Exon
5,91742300,91742184,Exon
6,91742619,91742538,Exon
7,91779052,91778905,Exon
8,91779617,91779513,Exon
9,91781529,91781371,Exon
10,91781741,91781657,Exon
11,91782033,91781947,Exon
12,91784766,91784634,Exon
13,91784947,91784849,Exon
14,91788554,91788506,Exon
15,91788756,91788649,Exon
16,91790323,91790231,Exon
17,91809067,91808986,Exon
18,91813033,91812985,Exon
19,91816428,91816294,Exon
20,91817200,91817105,Exon
21,91818208,91818062,Exon
22,91818709,91818607,Exon
23,91818856,91818812,Exon
24,91841003,91840914,Exon
25,91841284,91841083,Exon
26,91843740,91843581,Exon
27,91844037,91843959,Exon
28,91844771,91844619,Exon
29,91866666,91866568,Exon
30,91870426,91870354,Exon
