,feature_end,feature_start,feature_type
0,75139678,75137004,5'-UTR
1,75213181,75212646,3'-UTR
2,75137189,75137004,Exon
3,75138832,75138727,Exon
4,75139741,75139648,Exon
5,75187034,75186884,Exon
6,75187394,75187262,Exon
7,75189631,75189502,Exon
8,75190993,75190758,Exon
9,75192393,75192283,Exon
10,75196755,75196565,Exon
11,75199740,75199651,Exon
12,75201428,75201357,Exon
13,75202482,75202310,Exon
14,75202944,75202809,Exon
15,75205558,75205423,Exon
16,75208283,75208031,Exon
17,75209574,75209395,Exon
18,75210101,75209999,Exon
19,75213181,75212630,Exon
